Administrator,Access Type,Notes,Use Type,lake_id
City,Gravel,Carry in access located on east side of reservoir. Electric motors only. Public fishing pier at east shore access.,Open to Public use,55002100
County,Concrete,Located on north end of reservoir in Chester Woods Park.,Open to Public use,55002200
City,Gravel,,Open to Public use,56003100
DNR,Concrete,,Open to Public use,56006600
DNR,Gravel,,Open to Public use,56006900
DNR,Concrete,,Open to Public use,56007900
DNR,Concrete,,Open to Public use,56011400
DNR,Concrete,,Open to Public use,56011601
DNR,Concrete,,Open to Public use,56011602
DNR,Concrete,,Open to Public use,56013000
DNR,Earthen,,Open to Public use,56013000
DNR,Concrete,,Open to Public use,56013000
DNR,Concrete,,Open to Public use,56013800
DNR,Concrete,,Open to Public use,56014001
DNR,Concrete,,Open to Public use,56014100
DNR,Concrete,,Open to Public use,56014100
DNR,Concrete,,Open to Public use,56014200
City,Concrete,,Open to Public use,56014200
DNR,Concrete,,Open to Public use,56016000
DNR,Gravel,,Open to Public use,56017800
DNR,Concrete,,Open to Public use,56019100
DNR,Concrete,,Open to Public use,56019300
City,Concrete,,Open to Public use,56020000
Unknown,Other,THERE IS A PRIVATE BOAT RAMP IN THE NEW HOUSINGDEVELOPMENT ALONG THE NW SHORE.,Unknown,56020100
County,Earthen,A COUNTY OWNED EARTHEN ACCESS IS LOCATED OFF OF COUNTY ROAD 55 ALONG THE EAST SHORELINE OF THE LAKE.,Open to Public use,56020400
DNR,Concrete,,Open to Public use,56020900
DNR,Gravel,A STATE OWNED PUBLIC ACCESS IS LOCATED OFF OF A TOWNSHIP ROAD ALONG THE SOUTH SHORELINE OF THE LAKE.,Open to Public use,56021200
DNR,Earthen,,Open to Public use,56021400
DNR,Concrete,,Open to Public use,56022400
DNR,Concrete,,Open to Public use,56022900
DNR,Concrete,,Open to Public use,56023800
DNR,Earthen,,Open to Public use,56023800
City,Concrete,,Open to Public use,56023900
DNR,Concrete,,Open to Public use,56023900
DNR,Concrete,,Open to Public use,56024000
DNR,Earthen,,Fee/Permit needed,56024100
DNR,Concrete,,Open to Public use,56024200
DNR,Concrete,,Open to Public use,56024200
DNR,Concrete,,Open to Public use,56024200
DNR,Asphalt,,Open to Public use,56024300
DNR,Gravel,,Open to Public use,56024500
DNR,Gravel,,Open to Public use,56025200
Township,Concrete,,Open to Public use,56025300
Unknown,Other,NONE,Unknown,56029300
DNR,Concrete,,Open to Public use,56029800
DNR,Concrete,A STATE OWNED PUBLIC ACCESS IS LOCATED OFF OF A TOWNSHIP ROAD ALONG THE NORTH SHORELINE OF THE LAKE.,Open to Public use,56030201
DNR,Concrete,,Open to Public use,56030201
DNR,Concrete,,Fee/Permit needed,56030300
DNR,Concrete,,Open to Public use,56030600
DNR,Concrete,,Open to Public use,56031000
DNR,Concrete,,Open to Public use,56032800
DNR,Concrete,,Open to Public use,56032800
Unknown,Other,Public access at North end of lake. ~township~.,Unknown,56033000
DNR,Concrete,,Open to Public use,56033500
Unknown,Other,At N. shore from State Highway 108; there is no public access.,Unknown,56035100
DNR,Concrete,,Open to Public use,56035800
DNR,Concrete,,Open to Public use,56036000
Unknown,Other,A STATE OWNED PUBLIC ACCESS IS LOCATED ON THE SOUTHESAST SIDE OF THE LAKE.,Unknown,56036300
Township,Earthen,,Open to Public use,56036400
DNR,Concrete,,Open to Public use,56036900
DNR,Concrete,,Open to Public use,56037000
DNR,Concrete,,Open to Public use,56037700
DNR,Earthen,,Open to Public use,56037800
DNR,Concrete,,Open to Public use,56037800
DNR,Concrete,,Open to Public use,56037900
DNR,Concrete,,Open to Public use,56038200
Township,Concrete,,Open to Public use,56038300
DNR,Concrete,,Open to Public use,56038300
DNR,Concrete,,Open to Public use,56038300
Unknown,Other,NONE,Unknown,56038400
DNR,Concrete,,Open to Public use,56038500
DNR,Concrete,,Open to Public use,56038500
DNR,Concrete,,Open to Public use,56038601
DNR,Concrete,,Open to Public use,56038602
DNR,Concrete,,Open to Public use,56038603
DNR,Gravel,,Open to Public use,56038700
DNR,Concrete,,Open to Public use,56038800
DNR,Concrete,A STATE OWNED PUBLIC ACCESS IS LOCATED OFF OF STATE HIGHWAY 228 ALONG THE NORTH SHORELINE OF THE LAKE.,Open to Public use,56038800
DNR,Concrete,,Open to Public use,56039000
DNR,Concrete,,Open to Public use,56039300
DNR,Concrete,,Open to Public use,56040800
DNR,Gravel,,Open to Public use,56042300
DNR,Concrete,,Open to Public use,56043000
DNR,Concrete,,Open to Public use,56043700
Private Property,Other,A PRIVATE FEE ACCESS IS LOCATED ON THE EAST SHORE.,Fee/Permit needed,56044000
DNR,Concrete,,Open to Public use,56044800
DNR,Concrete,,Open to Public use,56044900
DNR,Concrete,,Open to Public use,56047500
DNR,Concrete,,Open to Public use,56047600
Unknown,Other,NO PUBLIC ACCESS,Unknown,56048000
DNR,Asphalt,,Open to Public use,56048100
DNR,Concrete,,Open to Public use,56050100
Unknown,Other,NONE,Unknown,56051200
DNR,Asphalt,,Open to Public use,56051700
DNR,Concrete,,Open to Public use,56051900
DNR,Concrete,,Open to Public use,56052200
DNR,Concrete,,Open to Public use,56052300
DNR,Concrete,,Open to Public use,56053200
DNR,Concrete,,Open to Public use,56055900
DNR,Concrete,,Open to Public use,56056900
City,Concrete,,Open to Public use,56057000
Unknown,Other,NONE,Unknown,56057500
DNR,Concrete,,Open to Public use,56061300
DNR,Concrete,,Open to Public use,56065800
DNR,Concrete,,Open to Public use,56068400
DNR,Concrete,,Open to Public use,56069500
DNR,Concrete,,Open to Public use,56071100
DNR,Gravel,,Open to Public use,56071600
DNR,Earthen,AN ACCESS IS LOCATED ADJACENT TO THE CAMPGROUND IN MAPLEWOOD STATE PARK.,Fee/Permit needed,56071700
DNR,Carry-In,,Fee/Permit needed,56072200
DNR,Concrete,,Fee/Permit needed,56072400
DNR,Gravel,,Fee/Permit needed,56072700
DNR,Carry-In,,Fee/Permit needed,56072800
DNR,Concrete,,Open to Public use,56074701
DNR,Concrete,,Fee/Permit needed,56074702
DNR,Concrete,,Open to Public use,56074900
DNR,Concrete,,Open to Public use,56075900
DNR,Gravel,,Open to Public use,56075900
DNR,Concrete,,Open to Public use,56076001
DNR,Earthen,,Open to Public use,56076001
DNR,Concrete,,Open to Public use,56076100
DNR,Concrete,,Open to Public use,56076800
DNR,Concrete,,Open to Public use,56078100
City,Concrete,,Open to Public use,56078200
DNR,Carry-In,,Open to Public use,56078300
City,Concrete,,Open to Public use,56078300
DNR,Concrete,,Open to Public use,56078400
DNR,Concrete,,Open to Public use,56078600
DNR,Concrete,,Open to Public use,56078600
City,Other,A PUBLIC OWNED BOAT RAMP IS LOCATED WITHIN A CITY PARK ON THE SOUTH SIDE OF THE RESERVOIR.,Unknown,56082100
DNR,Concrete,,Open to Public use,56082400
City,Concrete,,Open to Public use,56082900
Unknown,Other,ACCESS CAN BE GAINED THROUGH THE MnDOT REST AREA LOCATED ALONG THE NORTH SHORE OF THE LAKE.,Unknown,56084600
DNR,Concrete,,Open to Public use,56087700
DNR,Concrete,,Open to Public use,56091500
DNR,Concrete,,Open to Public use,56093100
DNR,Concrete,A STATE OWNED PUBLIC ACCESS IS LOCATED OFF OF STATE HIGHWAY 59 ALONG THE EAST SHORELINE OF THE LAKE.,Open to Public use,56094200
Corps of Engineers,Concrete,,Open to Public use,56094500
DNR,Earthen,AC 2 IS ON THE NORTH SIDE OF THE RESERVOIR OFF OF THE MINIMUM MAINTENANCE ROAD IN SECTION 25.,Open to Public use,56094500
DNR,Earthen,AC 3 IS ON THE SOUTH SIDE OF THE RESERVOIR OFF OF THE MINIMUM MANINTENANCE ROAD EXTENDING FROM COUNTY ROAD 2 IN SECTION 25.,Open to Public use,56094500
DNR,Concrete,,Open to Public use,56095001
Unknown,Other,SEVERAL PRIVATE ACCESS POINTS ARE LOCATED ON THE LAKE.,Unknown,56103900
DNR,Gravel,A PUBLIC ACCESS IS LOCATED UPSTREAM OF THE MOUNT FAITH STREET BRIDGE ON THE UPSTREAM END OF THE RESERVOIR.,Open to Public use,56120300
DNR,Concrete,,Open to Public use,56162700
City,Concrete,Centennial Park,Open to Public use,57005100
City,Concrete,Boy Scout Park,Open to Public use,57005100
Township,Earthen,AC1 located at the outlet is owned and maintained by Arna Township.,Unknown,58000500
DNR,Gravel,Back down from campground loop. Parking 150 yards further down road.,Open to Public use,58000700
Tribal,Earthen,NE shore,Fee/Permit needed,58001000
DNR,Earthen,Located on SW corner of lake; steep incline with little room to turn aroud.,Open to Public use,58001200
DNR,Earthen,A primitive access is located off county road 173 within State Forest Land on the SW side of the lake.,Open to Public use,58001500
DNR,Channel,Access by channel from McGowan Lake.,Open to Public use,58001900
DNR,Concrete,A state owned public access off of County Rd 24 at the SW end of the lake.,Open to Public use,58002400
DNR,Earthen,Sand turn around with parking across road.,Open to Public use,58002900
DNR,Concrete,tight turnaround. Gravel parking area is shared with trail uses.,Open to Public use,58003100
Unknown,Other,NONE,Unknown,58003200
Unknown,Other,NONE,Unknown,58004500
DNR,Asphalt,,Open to Public use,58004800
DNR,Concrete,Gravel driveway. Parking for six rigs.,Open to Public use,58005800
Unknown,Other,NONE,Unknown,58006100
DNR,Concrete,Gravel lot with room for 12 rigs.,Open to Public use,58006200
DNR,Asphalt,"Two Concrete Ramps, 24 Parking Stalls",Open to Public use,58006700
Unknown,Other,NONE,Unknown,58006900
Unknown,Other,NONE,Unknown,58007300
DNR,Concrete,,Open to Public use,58008100
Township,Earthen,Not a designated Public access.,Open to Public use,58010200
DNR,Channel,Navigable channel from Long Lake.,Open to Public use,58010600
Township,Concrete,Room for 3 rigs,Open to Public use,58010700
DNR,Concrete,,Open to Public use,58011100
DNR,Concrete,,Open to Public use,58011900
DNR,Concrete,,Open to Public use,58011900
City,Other,Winter access off of 3rd Avenue in Pine City along SW end of lake.,Unknown,58011900
Unknown,Other,STATE OWNED ACCESS IS LOCATED ON THE SE END OF THE RESERVOIR NEAR THE DAM.,Unknown,58012100
DNR,Concrete,North West side of lake.,Open to Public use,58012300
Unknown,Other,NONE,Unknown,58012500
Unknown,Other,NONE,Unknown,58012600
DNR,Concrete,Room for about 15 rigs.,Open to Public use,58013000
DNR,Concrete,Parking area and approach are gravel. Room for six vehicles.,Open to Public use,58013700
MnDOT,Concrete,Gravel parking for 12.,Open to Public use,58013800
DNR,Channel,Access on N end of South Big Pine Lake off CR 23. Channel between lakes is navigable.,Open to Public use,58013800
DNR,Concrete,,Open to Public use,58014200
DNR,Concrete,,Open to Public use,58014200
Unknown,Channel,Access to Pokegama Lake may gained through a navigatable channel from Snake River at the southeast end of the lake.,Unknown,58014200
DNR,Concrete,STATE OWNED BOAT ACCESS ON WEST SIDE; IN SPLIT ROCK STATE PARK,Fee/Permit needed,59000100
Unknown,Carry-In,PUBLIC HAS ACCESS THROUGH AREA II LAND SURROUNDING RESERVOIR,Unknown,59001900
Township,Earthen,Short approach off township road along east shore.,Unknown,60000600
City,Concrete,Parking available for at least six rigs.,Open to Public use,60001200
City,Gravel,Lengby city park on north central shore at east end swimming beach (old access),Unknown,60001200
,Gravel,,Open to Public use,60001500
DNR,Gravel,"Small, semi-permanent dock near ramp and parking for 6-8 rigs.",Open to Public use,60002200
County,Concrete,There is parking available for approximately six rigs or more along the access road. There is also an adjacent fishing pier.,Open to Public use,60002700
Unknown,Other,STATE-OWNED ACCESS ON SE CORNER OF LAKE.,Unknown,60003200
Unknown,Other,NONE,Unknown,60005400
Township,Gravel,,Open to Public use,60005500
DNR,Asphalt,,Open to Public use,60006900
Township,Gravel,Very limited parking.,Open to Public use,60013000
DNR,Gravel,Parking available for approximately six rigs.,Open to Public use,60014200
Township,Carry-In,Off townshipe road on extreme southwest shore; adjacent to outlet dam.,Unknown,60014200
City,Other,CITY-OWNED ACCESS ON NE CORNER OF LAKE.,Unknown,60018900
DNR,Asphalt,water level down past logs so have to launch in sand,Open to Public use,60020200
County,Earthen,Parking is limited to the roadside. This access no longer used. New access on west shore.,Open to Public use,60021400
DNR,Earthen,Access via WMA.,Open to Public use,60021400
DNR,Asphalt,,Open to Public use,60021700
Unknown,Other,APPROACH OFF TOWNSHIP ROAD ON NE SHORE OF LAKE IS USED AS AN ACCESS.,Unknown,60029300
Unknown,Earthen,No parking. Possible township ownership.,Unknown,60030500
County,Concrete,Parking available for at least 15 rigs.,Open to Public use,60030500
County,Carry-In,,Open to Public use,60030500
County,Pier,Parking available for several vehicles.,Open to Public use,60030500
DNR,Concrete,Located on north west side off 150th Avenue,Open to Public use,61000600
Township,Concrete,,Open to Public use,61002300
DNR,Concrete,,Open to Public use,61002300
DNR,Concrete,,Open to Public use,61002900
DNR,Concrete,shallow,Open to Public use,61003700
DNR,Concrete,,Open to Public use,61004100
DNR,Earthen,,Open to Public use,61004300
DNR,Concrete,An aquatic invasive species (AIS) decontamination unit is located across from DNR public access.,Open to Public use,61006400
DNR,Concrete,,Open to Public use,61006600
City,Concrete,,Open to Public use,61006700
DNR,Concrete,shallow,Open to Public use,61007200
DNR,Concrete,,Open to Public use,61007800
DNR,Concrete,,Open to Public use,61007800
DNR,Earthen,,Open to Public use,61010100
DNR,Concrete,,Open to Public use,61011100
DNR,Gravel,,Open to Public use,61012200
DNR,Concrete,,Open to Public use,61013000
City,Concrete,,Open to Public use,61013000
City,Concrete,,Open to Public use,61013000
DNR,Gravel,no motors allowed,Open to Public use,61014900
DNR,Concrete,Located on west side off 375th Avenue,Open to Public use,61018000
County,Concrete,Park land on north shore of the lake provides shore fishing along with a concrete plank boat launch.,Open to Public use,62000100
City,Other,Park land on south shore of the lake provides shore and pier fishing opportunities. A swimming beach is located in SW corner of lake.,Unknown,62000100
County,Concrete,,Open to Public use,62000200
Unknown,Earthen,Dirt access on eastern shore. Not improved for boat launching.,Unknown,62000200
Unknown,Other,NONE,Unknown,62000400
City,Carry-In,No formal boat access but carry-in possible from parking lot.,Unknown,62000500
Unknown,Other,No designated public access; possible via private road and channel from lake Gervais.,Unknown,62000600
County,Concrete,COUNTY OWNED ACCESS ON ADJACENT SPOON LAKE PROVIDES NAVIGABLE ACCESS TO GERVAIS.,Unknown,62000700
County,Other,Swimming beach; southwest shore of the lake.,Unknown,62000700
County,Concrete,,Open to Public use,62001001
County,Concrete,,Open to Public use,62001002
City,Carry-In,No Formal Access; but Carry-in from Parking lot is available.,Open to Public use,62001100
City,Concrete,Electric motors only allowed.,Open to Public use,62001300
City,Other,Park land surrounds the lake.,Unknown,62001300
County,Earthen,NOT a boat access. Field crew accessed the lake through park property on the W shore.,Unknown,62001600
City,Other,ACCESS ON CHANNEL BETWEEN DEEP AND PLEASANT LAKES OWNED BY CITY OF NORTH OAKS.,Unknown,62001800
City,Other,The entire shoreline is owned by the St. Paul water utility. NO boat access allowed.,Unknown,62002800
Unknown,Other,NONE,Unknown,62003400
City,Other,Private access owned by North Oaks near Charlie Lake inlet; west shore. Asphalt ramp.,Unknown,62004600
City,Other,Private access owned by North Oaks; east basin; south end; next to pumping station. Asphalt ramp.,Unknown,62004600
County,Carry-In,COUNTY PARK; CARRY-IN ACCESS - ELECTRIC MOTORS ONLY.,Unknown,62004700
Unknown,Other,NO BOAT RAMP. FIELD CREW GAINED ACCESS ON THE NORTH END.,Unknown,62004800
County,Asphalt,SE end of lake,Open to Public use,62005400
City,Other,Shore access; west-southwest end. At intersection of S. McCarron Blvd and Western Ave.,Unknown,62005400
City,Carry-In,THE ENTIRE LAKE LIES WITHIN A ST. PAUL CITY PARK. Controlled access adjacent to pavillion.,Unknown,62005500
County,Concrete,Access located on north shore. One ramp and very limited on site parking. Off site parking is available.,Open to Public use,62005600
County,Concrete,County owned access with one ramp.,Open to Public use,62005700
Unknown,Other,NONE,Unknown,62005800
County,Concrete,,Open to Public use,62006100
Unknown,Channel,NONE - access was gained by boating up channel from Pleasant Lake.,Unknown,62006200
County,Asphalt,South end of lake.,Open to Public use,62006700
City,Concrete,,Open to Public use,62007300
County,Concrete,Located in Island Lake County Park,Open to Public use,62007500
County,Concrete,County park on north shore in conjunction with boat access allows shore fishing.,Open to Public use,62007800
County,Concrete,Access with 2 ramps available.,Open to Public use,62007800
County,Concrete,THERE IS A COUNTY OWNED ACCESS ON THE SOUTH SHORE OF THE LAKE.,Unknown,62008200
City,Concrete,CITY OWNED ~COLUMBIA HEIGHTS~ ACCESS ON THE SOUTH-WEST CORNER.,Unknown,62008300
City,Earthen,NO BOAT RAMP. Field crew launched on North shore of large basin on city park property.,Unknown,62009500
City,Other,,Unknown,62017000
Unknown,Other,NONE,Unknown,62020100
City,Other,Entire lake is within Marydale Park. Shore and pier fishing available,Unknown,62023100
County,Other,LEGAL CARRY-ON ACCESS AND BANK ANGLING IS POSSIBLE OFF OF ROAD ON WEST SIDE OF THE LAKE.,Unknown,62023700
City,Other,NO BOAT ACCESS. Entire body of water is surrounded by park. Shore piers for fishing.,Unknown,62027200
City,Concrete,,Open to Public use,64005800
County,Carry-In,SHORELINE ACCESS PROVIDED THROUGH REDWOOD COUNTY PARK. BOAT ACCESS BY PORTAGE ONLY.,Unknown,64015000
DNR,Concrete,Boat ramp and access located on west side of lake; one mile north of Renville County Road 25.,Open to Public use,65000200
DNR,Concrete,,Open to Public use,65000600
Private Property,Concrete,Owned by Buffalo Rod and Gun Club.,Open to Public use,65000600
County,Earthen,Fishing dock blocking ramp during summer 2008.,Open to Public use,65000600
County,Other,Shore access on north end between Cannon and Wells lakes.,Unknown,66000800
County,Asphalt,Shager Memorial Park,Open to Public use,66000800
County,Other,Shore access off county road between Cannon and Wells lakes.,Unknown,66001000
County,Other,Shore access with fishing pier at Kill Mill dam on west side of Faribault.,Unknown,66001000
DNR,Concrete,Boat ramp on Cannon Lake.,Open to Public use,66001000
DNR,Concrete,Access in good condition with dock. Ample parking available.,Open to Public use,66001400
DNR,Concrete,Public access at West end of lake.,Unknown,66001800
DNR,Concrete,NORTH SHORE ON WEST BAY; STATE OWNED. CONCRETE PLANK RAMP.,Open to Public use,66002700
DNR,Concrete,Access in good condition with ample parking - dock and pier.,Open to Public use,66002900
County,Earthen,N.E. SHORE,Unknown,66003200
DNR,Concrete,dock,Unknown,66003800
MnDOT,Concrete,2 side by side ramps,Open to Public use,66003900
County,Concrete,shallow water makes launching difficult.,Open to Public use,66003900
Unknown,Other,Can access from bridge between Upper and Lower Sakatah. Or use accesses on Upper Sakatah.,Unknown,66004400
DNR,Concrete,dock,Open to Public use,66004700
DNR,Earthen,East shore at end of unimproved road. Shallow.,Open to Public use,66005000
DNR,Concrete,NORTH SHORE OF EAST BAY; OFF HWY 38,Open to Public use,66005200
DNR,Concrete,Good access with double ramp - dock - restroom - and ample parking.,Open to Public use,66005500
County,Gravel,Access with dock at campgrounds.,Open to Public use,66005500
DNR,Concrete,SOUTH SHORE,Open to Public use,66006100
DNR,Concrete,ON CODY LAKE ADJOINING PHELPS LAKE,Open to Public use,66006200
DNR,Carry-In,ACCESS ADJACENT TO SWIMMING BEACH,Open to Public use,67000200
County,Carry-In,COUNTY PARK ON NORTH SIDE OF LAKE.,Unknown,67001200
Unknown,Other,STATE OWNED FISHING PIER AND SHORELINE FISHING IN COUNTY PARK.,Unknown,67001300
DNR,Asphalt,Need state park pass to access,Fee/Permit needed,68000400
DNR,Carry-In,Canoe Carry-in access,Fee/Permit needed,68000400
US Forest Service,Carry-In,,Open to Public use,69000100
Unknown,Other,TRAVEL UP ST. LOUIS RIVER FROM SKIBO MILL- SOME PORTAGES REQUIRED.,Unknown,69000200
US Forest Service,Gravel,Limited parking by beach.,Open to Public use,69000300
MnDOT,Carry-In,Carry-down access for canoes or shore fishing only. Limited parking.,Open to Public use,69000300
US Forest Service,Concrete,Good parking area.,Open to Public use,69000300
City,Asphalt,"Good parking area, Beach next door.",Open to Public use,69000300
County,Gravel,Limited parking and turn around area. Shallow water out from access.,Open to Public use,69000300
DNR,Concrete,"On N shore of lake, approximately 1 mile SW off Co. Rd. #16 on Co. Rd. #447.",Open to Public use,69000400
County,Concrete,"On W shore of lake, approximately 1.5 miles E off St. Hwy. #1 on Co. Rd. 655.",Open to Public use,69000400
DNR,Channel,"Water access thru Silver Rapids - navigable channel to remainder of Garden Reservoir (Garden, Farm, & South Farm Lakes).",Open to Public use,69000400
US Forest Service,Portage,Not on most maps,Open to Public use,69000500
US Forest Service,Portage,Light use and difficult to find,Open to Public use,69000500
Township,Gravel,South shore between cabins,Unknown,69000700
Unknown,Other,No designated public access except in Section 24 on Little Pequaywan.,Unknown,69001100
DNR,Gravel,STATE OWNED GRAVEL BACK-IN ACCESS IS LOCATED ON S. SIDE OF LAKE VIA GRAVEL ROAD OFF CTY. RD. 266,Open to Public use,69001600
DNR,Concrete,Located on the southeast shore at the south end of State Campground,Open to Public use,69002300
County,Carry-In,South side of narrows; west side of bridge.,Unknown,69002700
County,Earthen,Access is located on the south end of the lake off the Drummond Road.,Open to Public use,69002800
DNR,Gravel,"Shallow water out from access, narrow road to access location off White Lake Road and limited area for turnaround and parking. There have been issues with people removing the public access sign from the turn at Highway #44 and obstructions being placed accross the access during the winter.",Open to Public use,69003000
US Forest Service,Concrete,US Forest Service administered picnic area and boat access located on the west side of the lake.,Open to Public use,69003600
County,Gravel,County road adjacent the south shore of the lake.,Unknown,69004000
Township,Concrete,State administered,Open to Public use,69004100
Unknown,Other,TRAVEL UP ST LOUIS RIVER FROM SKIBO MILL -SOME PORTAGE REQUIRED- THROUGH SEVEN BEAVER LAKE.,Unknown,69004800
US Forest Service,Carry-In,"Hiking trail that is 2.5 miles long from Stone Lake parking lot to the SW corner of Big Lake, also crosses the railroad grade owned by Cliffs Natural Resources. The trail is administered by the US Forest Service Laurentian Ranger District, call 218-229-8800 for more information.",Open to Public use,69005000
DNR,Gravel,Low water levels may prohibit larger boats from launching and navigating upstream to the lake proper.,Open to Public use,69005400
US Forest Service,Carry-In,Forest road is in poor condition.,Open to Public use,69005600
US Forest Service,Carry-In,Forest road is in poor condition.,Open to Public use,69005600
US Forest Service,Carry-In,Approx. 200 ft. portage from Kangas Bay on Birch Lake along E side of creek to beaver impoundment above dam then canoe up creek from W side of beaver pond,Unknown,69005700
US Forest Service,Carry-In,From Birch Lake; 60 rod portage to Whisper Lake and 60 rod portage to Perch Lake.,Unknown,69005800
US Forest Service,Earthen,Fallen tree in water right next to canoe landing.,Open to Public use,69005800
US Forest Service,Carry-In,,Open to Public use,69005900
US Forest Service,Carry-In,,Open to Public use,69005900
US Forest Service,Gravel,Parking for approx. 10 vehicles.,Open to Public use,69006100
County,Carry-In,,Open to Public use,69006200
US Forest Service,Portage,"This portage also connects to a hiking trail system that circumnavigates both Bass & adjacent Dry Lk.,(total distance approx. 4 mi.). Snowmobiles & ATV's use the 0.7 mi. portion in the winter.",Open to Public use,69006300
US Forest Service,Portage,Portage trail is quite steep with loose gravel the first 100ft. from Bass Lk. The Bass Lk. hiking trail crosses this portage.,Open to Public use,69006300
US Forest Service,Portage,This portage is most commonly used in winter by snowmobiles & ATV's. The Bass Lk. hiking trail crosses this portage.,Open to Public use,69006300
US Forest Service,Portage,"Portage is sandy/gravel, mostly level & lots of Poison Ivy on the Bass Lk. end. The Bass Lk. hiking trail crosses this portage.",Open to Public use,69006300
US Forest Service,Carry-In,125 yard portage from Bass Lake.,Open to Public use,69006400
US Forest Service,Carry-In,1/4 mile portage from High Lake.,Open to Public use,69006400
County,Carry-In,,Open to Public use,69006500
US Forest Service,Concrete,Parking for approx. 5 vehicles with trailers. Fishing pier adjacent to access via a 50yd. hiking trail. This access is also used as a link to the area's winter snowmobile trail system.,Open to Public use,69006600
Private Property,Portage,This portage is primarily used as a link to the area's winter snowmobile trail system.,Open to Public use,69006600
US Forest Service,Carry-In,320 rod portage from Bass Lake.,Unknown,69006600
Private Property,Portage,This portage is primarily used as a link to the area's winter snowmobile trail system. It is not open to the public during the open water season.,Open to Public use,69006600
DNR,Concrete,Best access on lake with lots of parking. Two ramps and two docks.,Open to Public use,69006900
County,Concrete,Steeper access right off road with very limited parking.,Open to Public use,69006900
City,Gravel,On the corner of North 19th Ave. East and North 15th Street in the sub-division of Spalding. Undeveloped access on corner of street. No ramp or dock. Street parking only.,Open to Public use,69006900
City,Gravel,"Shallow access, no dock or ramp and limited street parking.",Open to Public use,69006900
DNR,Concrete,Parking for several vehicles up the hill from the ramp. Some rocks in shallow water out from access.,Open to Public use,69007000
US Forest Service,Portage,There is a short portage from Bass Lake to a small pond and then the portage continues to Low lake.,Open to Public use,69007000
US Forest Service,Carry-In,Approximately 1/4 mile portage that comes to the south side of the middle basin from the north side of Dry Lake.,Open to Public use,69007100
US Forest Service,Carry-In,Approximately one mile long portage from FR 460 to the northeast bay of the western most basin.,Open to Public use,69007100
US Forest Service,Portage,,Open to Public use,69007200
US Forest Service,Portage,,Open to Public use,69007501
US Forest Service,Channel,,Open to Public use,69007501
US Forest Service,Portage,,Open to Public use,69007501
US Forest Service,Portage,,Open to Public use,69007502
US Forest Service,Portage,,Open to Public use,69007502
US Forest Service,Carry-In,,Fee/Permit needed,69007700
US Forest Service,Portage,Paddle 1/2mi. downstream to lake.,Fee/Permit needed,69007800
US Forest Service,Portage,Far east end of Mudro.,Fee/Permit needed,69007800
US Forest Service,Portage,North end of Mudro.,Fee/Permit needed,69007800
US Forest Service,Carry-In,It appears that this access is getting little use now that the USFS owns the parking lot and there is no fee to park there.,Open to Public use,69007900
US Forest Service,Portage,,Open to Public use,69007900
US Forest Service,Portage,,Open to Public use,69007900
,Earthen,"This access is located in an open grassy area just east of the private property line. There is no ramp here,but you can launch a small boat.",Unknown,69007900
US Forest Service,Concrete,Small tight access. Parking for approx 4 vehicles.,Open to Public use,69008000
US Forest Service,Carry-In,Approx. 0.9 mile portage on S. side of creek between Nels and Picket Lakes. Part of creek navigable during high water.,Open to Public use,69008000
Private Property,Carry-In,,Open to Public use,69008100
US Forest Service,Carry-In,SE portion of lake near outlet. 175 yd. portage connects to Grassy Creek. Navigable waterway from Low Lake to Range R. to Grassy Cr. to portage. Canoes or small boats only - fairly level solid portage trail.,Open to Public use,69008200
US Forest Service,Carry-In,Far W end of lake. 246 yd. portage connects to Tee Lk.,Open to Public use,69008200
US Forest Service,Carry-In,One-quarter mile portage from parking area. Parking area is approx 0.9 mi SW off the Grassy Lake Road (USFS 459). Portage from parking area connects to northwesternmost bay of lake.,Open to Public use,69008200
US Forest Service,Carry-In,120 rod portage from Sletten Lake.,Unknown,69008300
US Forest Service,Carry-In,50 rod portage from Grassy Lake.,Unknown,69008300
US Forest Service,Carry-In,Portage to Little Sletten.,Open to Public use,69008400
US Forest Service,Carry-In,Portage to Tee Lake.,Open to Public use,69008400
US Forest Service,Gravel,Gravel boat ramp at NW corner of lake.,Open to Public use,69008500
US Forest Service,Carry-In,120 rod portage from Everett Lake.,Open to Public use,69008500
US Forest Service,Carry-In,10 rod portage from Little Sletten Lake.,Open to Public use,69008500
US Forest Service,Carry-In,Portage from Fenske Lake.,Open to Public use,69008600
US Forest Service,Carry-In,Portage to Sletten Lake.,Open to Public use,69008600
US Forest Service,Portage,,Open to Public use,69008700
Unknown,Other,Access by portage only in BWCA on USFS land.,Unknown,69008900
Unknown,Other,By portage only on USFS land through BWCA.,Unknown,69009000
Unknown,Other,By portage only-in BWCA on USFS land.,Unknown,69009200
Unknown,Other,By portage only in BWCA.,Unknown,69009300
Unknown,Other,By portage only on USFS land in the BWCA.,Unknown,69009400
Unknown,Other,In BWCA non-motor route. Portages from Angleworm and Gull Lakes.,Unknown,69009500
Unknown,Other,In BWCA non-motor route. Portages from Echo Trail 2 1/2 mi. and Home Lake 40 rods.,Unknown,69009600
Unknown,Other,By portage only on USFS land in the BWCA.,Unknown,69010000
US Forest Service,Portage,,Open to Public use,69010100
County,Carry-In,Off County Road #44 right of way,Unknown,69011100
DNR,Concrete,,Open to Public use,69011300
